rtp_ts,send_ms,recv_ms,latency_ms
2657415040,9953,11217,264
2657418100,9988,11240,252
2657421250,10023,11274,251
2657424400,10058,11305,247
2657427550,10093,11339,246
2657430700,10127,11372,245
2657433760,10162,11405,243
2657436910,10197,11441,244
2657440060,10232,11474,242
2657443210,10265,11506,241
2657446360,10302,11541,239
2657449510,10335,11574,239
2657452660,10370,11609,239
2657455720,10406,11640,234
2657458870,10440,11674,234
2657462020,10475,11708,233
2657465170,10510,11740,230
2657468320,10546,11775,229
2657471470,10581,11809,228
2657474620,10616,11843,227
2657477770,10650,11876,226
2657480920,10685,11910,225
2657483980,10719,11941,222
2657487130,10755,11974,219
2657490280,10789,12012,223
2657493430,10825,12045,220
2657496580,10860,12080,220
2657499640,10895,12112,217
2657502790,10930,12149,219
2657505940,10965,12185,220
2657509090,10999,12219,220
2657512240,11035,12255,220
2657515390,11069,12288,219
2657518540,11104,12323,219
2657521690,11139,12356,217
2657524750,11174,12390,216
2657527900,11207,12423,216
2657531050,11243,12458,215
2657534200,11277,12493,216
2657537350,11312,12524,212
2657540410,11347,12559,212
2657543560,11380,12589,209
2657546710,11415,12626,211
2657549860,11450,12659,209
2657553010,11485,12693,208
2657556070,11519,12726,207
2657559220,11558,12771,213
2657562370,11588,12788,200
2657565520,11624,12828,204
2657568670,11660,12863,203
2657571730,11694,12899,205
2657574880,11730,12931,201
2657578030,11764,12966,202
2657581180,11798,13000,202
2657584330,11833,13035,202
2657587390,11869,13068,199
2657590540,11903,13102,199
2657593690,11938,13134,196
2657596840,11973,13170,197
2657599990,12008,13202,194
2657603140,12043,13238,195
2657606200,12078,13270,192
2657609350,12113,13303,190
2657612500,12147,13337,190
2657615650,12182,13371,189
2657618800,12218,13405,187
2657621950,12251,13440,189
2657625100,12286,13473,187
2657628160,12321,13506,185
2657631310,12356,13541,185
2657634460,12391,13575,184
2657637610,12425,13608,183
2657640760,12461,13642,181
2657643820,12496,13675,179
2657646970,12530,13709,179
2657650120,12565,13743,178
2657653270,12599,13778,179
2657656420,12635,13812,177
2657659570,12669,13846,177
2657662630,12705,13879,174
2657665780,12739,13913,174
