Time sync: 962 ms
--------------------------------------------------
P: seq 24709, size 1020, send_delta 7, trans_delta 6, recv_delta 13
P: seq 24710, size 940, send_delta 7, trans_delta 6, recv_delta 13
P: seq 24711, size 940, send_delta 7, trans_delta 7, recv_delta 14
P: seq 24712, size 858, send_delta 8, trans_delta 7, recv_delta 15
RTP TS: 406704301, Frame Size: 25934, Encode 3, Net 11, Wait 25, Decode 4 E2E 43 
P: seq 24713, size 984, send_delta 0, trans_delta 0, recv_delta 0
P: seq 24714, size 984, send_delta 1, trans_delta 2, recv_delta 3
P: seq 24715, size 984, send_delta 1, trans_delta 2, recv_delta 3
P: seq 24716, size 984, send_delta 1, trans_delta 3, recv_delta 4
P: seq 24717, size 985, send_delta 1, trans_delta 3, recv_delta 4
P: seq 24718, size 1121, send_delta 1, trans_delta 3, recv_delta 4
P: seq 24719, size 1121, send_delta 1, trans_delta 4, recv_delta 5
P: seq 24720, size 1122, send_delta 2, trans_delta 3, recv_delta 5
P: seq 24721, size 1122, send_delta 2, trans_delta 3, recv_delta 5
P: seq 24722, size 1122, send_delta 3, trans_delta 3, recv_delta 6
P: seq 24723, size 1074, send_delta 3, trans_delta 3, recv_delta 6
P: seq 24724, size 1075, send_delta 3, trans_delta 4, recv_delta 7
P: seq 24725, size 1075, send_delta 3, trans_delta 4, recv_delta 7
P: seq 24726, size 1075, send_delta 3, trans_delta 4, recv_delta 7
P: seq 24727, size 1075, send_delta 4, trans_delta 4, recv_delta 8
P: seq 24728, size 1139, send_delta 4, trans_delta 4, recv_delta 8
P: seq 24729, size 1140, send_delta 4, trans_delta 4, recv_delta 8
P: seq 24730, size 1140, send_delta 4, trans_delta 5, recv_delta 9
P: seq 24731, size 1140, send_delta 4, trans_delta 5, recv_delta 9
P: seq 24732, size 777, send_delta 4, trans_delta 5, recv_delta 9
P: seq 24733, size 893, send_delta 5, trans_delta 4, recv_delta 9
P: seq 24734, size 1033, send_delta 5, trans_delta 4, recv_delta 9
P: seq 24735, size 1033, send_delta 5, trans_delta 5, recv_delta 10
P: seq 24736, size 1034, send_delta 5, trans_delta 6, recv_delta 11
P: seq 24737, size 671, send_delta 6, trans_delta 5, recv_delta 11
P: seq 24738, size 672, send_delta 6, trans_delta 5, recv_delta 11
RTP TS: 406705921, Frame Size: 27292, Encode 3, Net 11, Wait 26, Decode 4 E2E 44 
P: seq 24739, size 1032, send_delta 0, trans_delta 0, recv_delta 0
P: seq 24740, size 1032, send_delta 1, trans_delta 1, recv_delta 2
P: seq 24741, size 1032, send_delta 1, trans_delta 1, recv_delta 2
P: seq 24742, size 1032, send_delta 1, trans_delta 2, recv_delta 3
P: seq 24743, size 1032, send_delta 1, trans_delta 2, recv_delta 3
P: seq 24744, size 1033, send_delta 1, trans_delta 2, recv_delta 3
P: seq 24745, size 1109, send_delta 2, trans_delta 2, recv_delta 4
P: seq 24746, size 1109, send_delta 2, trans_delta 2, recv_delta 4
P: seq 24747, size 1109, send_delta 2, trans_delta 3, recv_delta 5
P: seq 24748, size 1109, send_delta 2, trans_delta 3, recv_delta 5
P: seq 24749, size 1109, send_delta 2, trans_delta 3, recv_delta 5
P: seq 24750, size 1109, send_delta 3, trans_delta 3, recv_delta 6
P: seq 24751, size 1109, send_delta 4, trans_delta 2, recv_delta 6
P: seq 24752, size 1152, send_delta 4, trans_delta 3, recv_delta 7
P: seq 24753, size 1152, send_delta 4, trans_delta 3, recv_delta 7
P: seq 24754, size 1152, send_delta 4, trans_delta 3, recv_delta 7
P: seq 24755, size 1152, send_delta 4, trans_delta 4, recv_delta 8
P: seq 24756, size 1152, send_delta 4, trans_delta 4, recv_delta 8
P: seq 24757, size 895, send_delta 5, trans_delta 3, recv_delta 8
P: seq 24758, size 895, send_delta 5, trans_delta 4, recv_delta 9
P: seq 24759, size 741, send_delta 5, trans_delta 4, recv_delta 9
P: seq 24760, size 931, send_delta 6, trans_delta 4, recv_delta 10
P: seq 24761, size 969, send_delta 6, trans_delta 4, recv_delta 10
P: seq 24762, size 970, send_delta 6, trans_delta 4, recv_delta 10
P: seq 24763, size 970, send_delta 6, trans_delta 4, recv_delta 10
P: seq 24764, size 936, send_delta 6, trans_delta 4, recv_delta 10
P: seq 24765, size 936, send_delta 6, trans_delta 4, recv_delta 10
RTP TS: 406707541, Frame Size: 30210, Encode 3, Net 11, Wait 25, Decode 5 E2E 44 
P: seq 24766, size 1108, send_delta 0, trans_delta 1, recv_delta 1
P: seq 24767, size 1108, send_delta 1, trans_delta 1, recv_delta 2
P: seq 24768, size 1108, send_delta 1, trans_delta 1, recv_delta 2
P: seq 24769, size 1108, send_delta 1, trans_delta 2, recv_delta 3
P: seq 24770, size 1109, send_delta 1, trans_delta 2, recv_delta 3
P: seq 24771, size 1109, send_delta 1, trans_delta 2, recv_delta 3
P: seq 24772, size 1067, send_delta 1, trans_delta 3, recv_delta 4
P: seq 24773, size 1067, send_delta 2, trans_delta 2, recv_delta 4
P: seq 24774, size 1067, send_delta 2, trans_delta 3, recv_delta 5
P: seq 24775, size 1067, send_delta 2, trans_delta 3, recv_delta 5
P: seq 24776, size 1068, send_delta 2, trans_delta 3, recv_delta 5
P: seq 24777, size 1068, send_delta 3, trans_delta 2, recv_delta 5
P: seq 24778, size 1068, send_delta 3, trans_delta 2, recv_delta 5
P: seq 24779, size 1100, send_delta 4, trans_delta 2, recv_delta 6
P: seq 24780, size 1101, send_delta 4, trans_delta 2, recv_delta 6
P: seq 24781, size 1101, send_delta 4, trans_delta 3, recv_delta 7
P: seq 24782, size 1101, send_delta 4, trans_delta 3, recv_delta 7
P: seq 24783, size 1101, send_delta 4, trans_delta 3, recv_delta 7
P: seq 24784, size 774, send_delta 4, trans_delta 4, recv_delta 8
P: seq 24785, size 906, send_delta 5, trans_delta 3, recv_delta 8
P: seq 24786, size 987, send_delta 5, trans_delta 3, recv_delta 8
P: seq 24787, size 1190, send_delta 5, trans_delta 4, recv_delta 9
P: seq 24788, size 1190, send_delta 5, trans_delta 4, recv_delta 9
P: seq 24789, size 1190, send_delta 5, trans_delta 5, recv_delta 10
P: seq 24790, size 1191, send_delta 5, trans_delta 5, recv_delta 10
P: seq 24791, size 968, send_delta 5, trans_delta 5, recv_delta 10
P: seq 24792, size 968, send_delta 5, trans_delta 6, recv_delta 11
P: seq 24793, size 969, send_delta 6, trans_delta 5, recv_delta 11
P: seq 24794, size 969, send_delta 7, trans_delta 4, recv_delta 11
RTP TS: 406709161, Frame Size: 29165, Encode 4, Net 11, Wait 24, Decode 4 E2E 43 
P: seq 24795, size 1075, send_delta 0, trans_delta 1, recv_delta 1
P: seq 24796, size 1075, send_delta 1, trans_delta 1, recv_delta 2
P: seq 24797, size 1075, send_delta 1, trans_delta 1, recv_delta 2
P: seq 24798, size 1075, send_delta 1, trans_delta 2, recv_delta 3
P: seq 24799, size 1075, send_delta 1, trans_delta 2, recv_delta 3
P: seq 24800, size 1075, send_delta 1, trans_delta 2, recv_delta 3
P: seq 24801, size 1075, send_delta 2, trans_delta 2, recv_delta 4
P: seq 24802, size 1076, send_delta 2, trans_delta 2, recv_delta 4
P: seq 24803, size 1076, send_delta 2, trans_delta 2, recv_delta 4
P: seq 24804, size 1072, send_delta 2, trans_delta 3, recv_delta 5
P: seq 24805, size 1072, send_delta 3, trans_delta 2, recv_delta 5
P: seq 24806, size 1073, send_delta 3, trans_delta 3, recv_delta 6
P: seq 24807, size 1073, send_delta 3, trans_delta 3, recv_delta 6
P: seq 24808, size 934, send_delta 3, trans_delta 3, recv_delta 6
P: seq 24809, size 935, send_delta 3, trans_delta 4, recv_delta 7
P: seq 24810, size 935, send_delta 3, trans_delta 4, recv_delta 7
P: seq 24811, size 695, send_delta 4, trans_delta 3, recv_delta 7
P: seq 24812, size 696, send_delta 4, trans_delta 3, recv_delta 7
P: seq 24813, size 742, send_delta 4, trans_delta 3, recv_delta 7
P: seq 24814, size 651, send_delta 4, trans_delta 3, recv_delta 7
P: seq 24815, size 1081, send_delta 4, trans_delta 3, recv_delta 7
P: seq 24816, size 1081, send_delta 5, trans_delta 2, recv_delta 7
P: seq 24817, size 1081, send_delta 5, trans_delta 3, recv_delta 8
P: seq 24818, size 1081, send_delta 6, trans_delta 2, recv_delta 8
P: seq 24819, size 1081, send_delta 6, trans_delta 3, recv_delta 9
P: seq 24820, size 1082, send_delta 6, trans_delta 4, recv_delta 10
P: seq 24821, size 967, send_delta 6, trans_delta 4, recv_delta 10
P: seq 24822, size 967, send_delta 6, trans_delta 4, recv_delta 10
P: seq 24823, size 967, send_delta 6, trans_delta 5, recv_delta 11
P: seq 24824, size 967, send_delta 6, trans_delta 5, recv_delta 11
RTP TS: 406710781, Frame Size: 31330, Encode 4, Net 14, Wait 20, Decode 5 E2E 43 
P: seq 24825, size 1111, send_delta 0, trans_delta 1, recv_delta 1
P: seq 24826, size 1111, send_delta 1, trans_delta 2, recv_delta 3
P: seq 24827, size 1111, send_delta 2, trans_delta 1, recv_delta 3
P: seq 24828, size 1111, send_delta 2, trans_delta 1, recv_delta 3
P: seq 24829, size 1111, send_delta 2, trans_delta 1, recv_delta 3
P: seq 24830, size 1111, send_delta 2, trans_delta 2, recv_delta 4
P: seq 24831, size 1111, send_delta 2, trans_delta 2, recv_delta 4
P: seq 24832, size 1111, send_delta 2, trans_delta 2, recv_delta 4
P: seq 24833, size 1111, send_delta 2, trans_delta 4, recv_delta 6
P: seq 24834, size 1124, send_delta 2, trans_delta 4, recv_delta 6
P: seq 24835, size 1124, send_delta 3, trans_delta 4, recv_delta 7
P: seq 24836, size 1124, send_delta 3, trans_delta 4, recv_delta 7
P: seq 24837, size 1124, send_delta 3, trans_delta 5, recv_delta 8
P: seq 24838, size 1125, send_delta 3, trans_delta 5, recv_delta 8
P: seq 24839, size 922, send_delta 3, trans_delta 5, recv_delta 8
P: seq 24840, size 922, send_delta 3, trans_delta 6, recv_delta 9
P: seq 24841, size 922, send_delta 4, trans_delta 5, recv_delta 9
P: seq 24842, size 702, send_delta 4, trans_delta 5, recv_delta 9
P: seq 24843, size 699, send_delta 4, trans_delta 5, recv_delta 9
P: seq 24844, size 700, send_delta 5, trans_delta 5, recv_delta 10
P: seq 24845, size 759, send_delta 5, trans_delta 6, recv_delta 11
P: seq 24846, size 1108, send_delta 5, trans_delta 6, recv_delta 11
P: seq 24847, size 1108, send_delta 5, trans_delta 6, recv_delta 11
P: seq 24848, size 1108, send_delta 5, trans_delta 7, recv_delta 12
P: seq 24849, size 1108, send_delta 5, trans_delta 7, recv_delta 12
P: seq 24850, size 1108, send_delta 6, trans_delta 6, recv_delta 12
P: seq 24851, size 1108, send_delta 6, trans_delta 7, recv_delta 13
P: seq 24852, size 1051, send_delta 6, trans_delta 7, recv_delta 13
P: seq 24853, size 1052, send_delta 6, trans_delta 8, recv_delta 14
P: seq 24854, size 1052, send_delta 6, trans_delta 8, recv_delta 14
P: seq 24855, size 1052, send_delta 7, trans_delta 7, recv_delta 14
RTP TS: 406712401, Frame Size: 34974, Encode 4, Net 16, Wait 19, Decode 5 E2E 44 
P: seq 24856, size 1194, send_delta 0, trans_delta 2, recv_delta 2
P: seq 24857, size 1194, send_delta 1, trans_delta 1, recv_delta 2
P: seq 24858, size 1194, send_delta 2, trans_delta 0, recv_delta 2
P: seq 24859, size 1194, send_delta 2, trans_delta 2, recv_delta 4
P: seq 24860, size 1194, send_delta 2, trans_delta 2, recv_delta 4
P: seq 24861, size 1195, send_delta 2, trans_delta 3, recv_delta 5
P: seq 24862, size 1195, send_delta 3, trans_delta 2, recv_delta 5
P: seq 24863, size 1039, send_delta 3, trans_delta 2, recv_delta 5
P: seq 24864, size 1040, send_delta 3, trans_delta 3, recv_delta 6
P: seq 24865, size 1040, send_delta 3, trans_delta 3, recv_delta 6
P: seq 24866, size 1040, send_delta 3, trans_delta 3, recv_delta 6
P: seq 24867, size 1040, send_delta 3, trans_delta 4, recv_delta 7
P: seq 24868, size 1063, send_delta 4, trans_delta 3, recv_delta 7
P: seq 24869, size 1063, send_delta 4, trans_delta 4, recv_delta 8
P: seq 24870, size 1064, send_delta 4, trans_delta 4, recv_delta 8
P: seq 24871, size 1064, send_delta 4, trans_delta 5, recv_delta 9
P: seq 24872, size 1169, send_delta 5, trans_delta 4, recv_delta 9
P: seq 24873, size 1169, send_delta 5, trans_delta 5, recv_delta 10
P: seq 24874, size 1170, send_delta 5, trans_delta 5, recv_delta 10
P: seq 24875, size 1039, send_delta 5, trans_delta 5, recv_delta 10
P: seq 24876, size 1039, send_delta 6, trans_delta 5, recv_delta 11
P: seq 24877, size 1039, send_delta 6, trans_delta 5, recv_delta 11
P: seq 24878, size 1039, send_delta 6, trans_delta 5, recv_delta 11
P: seq 24879, size 1040, send_delta 6, trans_delta 6, recv_delta 12
P: seq 24880, size 955, send_delta 6, trans_delta 6, recv_delta 12
P: seq 24881, size 956, send_delta 6, trans_delta 6, recv_delta 12
P: seq 24882, size 956, send_delta 6, trans_delta 7, recv_delta 13
P: seq 24883, size 1133, send_delta 7, trans_delta 7, recv_delta 14
P: seq 24884, size 1134, send_delta 7, trans_delta 7, recv_delta 14
P: seq 24885, size 1134, send_delta 7, trans_delta 7, recv_delta 14
P: seq 24886, size 1134, send_delta 7, trans_delta 8, recv_delta 15
P: seq 24887, size 940, send_delta 7, trans_delta 8, recv_delta 15
P: seq 24888, size 940, send_delta 9, trans_delta 7, recv_delta 16
RTP TS: 406713931, Frame Size: 47537, Encode 4, Net 22, Wait 13, Decode 7 E2E 46 
P: seq 24889, size 1137, send_delta 1, trans_delta 1, recv_delta 2
P: seq 24890, size 1137, send_delta 2, trans_delta 1, recv_delta 3
P: seq 24891, size 1137, send_delta 3, trans_delta 0, recv_delta 3
P: seq 24892, size 1138, send_delta 3, trans_delta 2, recv_delta 5
P: seq 24893, size 1138, send_delta 3, trans_delta 2, recv_delta 5
P: seq 24894, size 1138, send_delta 3, trans_delta 2, recv_delta 5
P: seq 24895, size 1138, send_delta 3, trans_delta 2, recv_delta 5
P: seq 24896, size 1065, send_delta 3, trans_delta 4, recv_delta 7
P: seq 24897, size 1065, send_delta 3, trans_delta 4, recv_delta 7
P: seq 24898, size 1065, send_delta 3, trans_delta 4, recv_delta 7
P: seq 24899, size 1066, send_delta 3, trans_delta 5, recv_delta 8
P: seq 24900, size 1066, send_delta 3, trans_delta 5, recv_delta 8
P: seq 24901, size 1066, send_delta 4, trans_delta 5, recv_delta 9
P: seq 24902, size 1066, send_delta 4, trans_delta 5, recv_delta 9
P: seq 24903, size 1112, send_delta 4, trans_delta 5, recv_delta 9
P: seq 24904, size 1112, send_delta 4, trans_delta 6, recv_delta 10
P: seq 24905, size 1112, send_delta 4, trans_delta 7, recv_delta 11
P: seq 24906, size 1113, send_delta 6, trans_delta 5, recv_delta 11
P: seq 24907, size 1113, send_delta 6, trans_delta 5, recv_delta 11
P: seq 24908, size 1113, send_delta 6, trans_delta 6, recv_delta 12
P: seq 24909, size 1113, send_delta 6, trans_delta 6, recv_delta 12
P: seq 24910, size 1113, send_delta 6, trans_delta 7, recv_delta 13
P: seq 24911, size 1113, send_delta 6, trans_delta 7, recv_delta 13
P: seq 24912, size 1113, send_delta 6, trans_delta 7, recv_delta 13
P: seq 24913, size 1113, send_delta 7, trans_delta 7, recv_delta 14
P: seq 24914, size 1114, send_delta 7, trans_delta 7, recv_delta 14
P: seq 24915, size 1118, send_delta 7, trans_delta 7, recv_delta 14
P: seq 24916, size 1118, send_delta 7, trans_delta 8, recv_delta 15
P: seq 24917, size 1118, send_delta 7, trans_delta 9, recv_delta 16
P: seq 24918, size 1118, send_delta 7, trans_delta 9, recv_delta 16
P: seq 24919, size 1118, send_delta 8, trans_delta 8, recv_delta 16
P: seq 24920, size 1118, send_delta 8, trans_delta 9, recv_delta 17
P: seq 24921, size 1118, send_delta 8, trans_delta 9, recv_delta 17
P: seq 24922, size 1014, send_delta 8, trans_delta 10, recv_delta 18
P: seq 24923, size 1015, send_delta 8, trans_delta 10, recv_delta 18
P: seq 24924, size 1015, send_delta 8, trans_delta 10, recv_delta 18
P: seq 24925, size 1015, send_delta 9, trans_delta 10, recv_delta 19
P: seq 24926, size 1015, send_delta 10, trans_delta 9, recv_delta 19
P: seq 24927, size 988, send_delta 10, trans_delta 9, recv_delta 19
P: seq 24928, size 988, send_delta 10, trans_delta 9, recv_delta 19
P: seq 24929, size 988, send_delta 10, trans_delta 11, recv_delta 21
P: seq 24930, size 988, send_delta 10, trans_delta 11, recv_delta 21
P: seq 24931, size 1015, send_delta 11, trans_delta 10, recv_delta 21
P: seq 24932, size 1015, send_delta 11, trans_delta 11, recv_delta 22
P: seq 24933, size 1016, send_delta 11, trans_delta 11, recv_delta 22
RTP TS: 406715551, Frame Size: 50443, Encode 3, Net 23, Wait 12, Decode 7 E2E 45 
P: seq 24934, size 1148, send_delta 0, trans_delta 4, recv_delta 4
P: seq 24935, size 1148, send_delta 0, trans_delta 5, recv_delta 5
P: seq 24936, size 1148, send_delta 1, trans_delta 4, recv_delta 5
P: seq 24937, size 1148, send_delta 1, trans_delta 4, recv_delta 5
P: seq 24938, size 1148, send_delta 1, trans_delta 4, recv_delta 5
P: seq 24939, size 1148, send_delta 2, trans_delta 3, recv_delta 5
P: seq 24940, size 1167, send_delta 2, trans_delta 5, recv_delta 7
P: seq 24941, size 1167, send_delta 2, trans_delta 6, recv_delta 8
P: seq 24942, size 1167, send_delta 3, trans_delta 5, recv_delta 8
P: seq 24943, size 1167, send_delta 3, trans_delta 5, recv_delta 8
P: seq 24944, size 1167, send_delta 3, trans_delta 6, recv_delta 9
P: seq 24945, size 1167, send_delta 3, trans_delta 6, recv_delta 9
P: seq 24946, size 1167, send_delta 3, trans_delta 7, recv_delta 10
P: seq 24947, size 1167, send_delta 4, trans_delta 6, recv_delta 10
P: seq 24948, size 1161, send_delta 4, trans_delta 6, recv_delta 10
P: seq 24949, size 1161, send_delta 4, trans_delta 7, recv_delta 11
P: seq 24950, size 1161, send_delta 4, trans_delta 7, recv_delta 11
P: seq 24951, size 1162, send_delta 5, trans_delta 7, recv_delta 12
P: seq 24952, size 1162, send_delta 5, trans_delta 8, recv_delta 13
P: seq 24953, size 1162, send_delta 5, trans_delta 8, recv_delta 13
P: seq 24954, size 1162, send_delta 5, trans_delta 8, recv_delta 13
P: seq 24955, size 1081, send_delta 5, trans_delta 9, recv_delta 14
P: seq 24956, size 1081, send_delta 6, trans_delta 8, recv_delta 14
P: seq 24957, size 1081, send_delta 6, trans_delta 8, recv_delta 14
P: seq 24958, size 1082, send_delta 6, trans_delta 8, recv_delta 14
P: seq 24959, size 1082, send_delta 6, trans_delta 8, recv_delta 14
P: seq 24960, size 1103, send_delta 6, trans_delta 9, recv_delta 15
P: seq 24961, size 1103, send_delta 6, trans_delta 10, recv_delta 16
P: seq 24962, size 1104, send_delta 7, trans_delta 9, recv_delta 16
P: seq 24963, size 1104, send_delta 8, trans_delta 9, recv_delta 17
P: seq 24964, size 1104, send_delta 8, trans_delta 10, recv_delta 18
P: seq 24965, size 1104, send_delta 8, trans_delta 10, recv_delta 18
P: seq 24966, size 1104, send_delta 8, trans_delta 10, recv_delta 18
P: seq 24967, size 1086, send_delta 8, trans_delta 11, recv_delta 19
P: seq 24968, size 1086, send_delta 8, trans_delta 11, recv_delta 19
P: seq 24969, size 1086, send_delta 9, trans_delta 10, recv_delta 19
P: seq 24970, size 1086, send_delta 9, trans_delta 10, recv_delta 19
P: seq 24971, size 1087, send_delta 9, trans_delta 10, recv_delta 19
P: seq 24972, size 1087, send_delta 9, trans_delta 11, recv_delta 20
P: seq 24973, size 1042, send_delta 9, trans_delta 12, recv_delta 21
P: seq 24974, size 1042, send_delta 9, trans_delta 12, recv_delta 21
P: seq 24975, size 1043, send_delta 10, trans_delta 12, recv_delta 22
P: seq 24976, size 1043, send_delta 10, trans_delta 13, recv_delta 23
P: seq 24977, size 1043, send_delta 10, trans_delta 13, recv_delta 23
P: seq 24978, size 1193, send_delta 10, trans_delta 13, recv_delta 23
P: seq 24979, size 1194, send_delta 10, trans_delta 13, recv_delta 23
RTP TS: 406717171, Frame Size: 49027, Encode 3, Net 25, Wait 10, Decode 7 E2E 45 
P: seq 24980, size 1081, send_delta 0, trans_delta 6, recv_delta 6
P: seq 24981, size 1082, send_delta 0, trans_delta 6, recv_delta 6
P: seq 24982, size 1082, send_delta 1, trans_delta 5, recv_delta 6
P: seq 24983, size 1082, send_delta 1, trans_delta 6, recv_delta 7
P: seq 24984, size 1082, send_delta 1, trans_delta 7, recv_delta 8
P: seq 24985, size 1082, send_delta 1, trans_delta 7, recv_delta 8
P: seq 24986, size 1074, send_delta 1, trans_delta 7, recv_delta 8
P: seq 24987, size 1074, send_delta 2, trans_delta 7, recv_delta 9
P: seq 24988, size 1074, send_delta 3, trans_delta 7, recv_delta 10
P: seq 24989, size 1074, send_delta 3, trans_delta 7, recv_delta 10
P: seq 24990, size 1074, send_delta 3, trans_delta 7, recv_delta 10
P: seq 24991, size 1074, send_delta 3, trans_delta 8, recv_delta 11
P: seq 24992, size 1074, send_delta 3, trans_delta 8, recv_delta 11
P: seq 24993, size 1075, send_delta 3, trans_delta 9, recv_delta 12
P: seq 24994, size 1190, send_delta 4, trans_delta 8, recv_delta 12
P: seq 24995, size 1190, send_delta 4, trans_delta 8, recv_delta 12
P: seq 24996, size 1191, send_delta 5, trans_delta 8, recv_delta 13
P: seq 24997, size 1191, send_delta 5, trans_delta 8, recv_delta 13
P: seq 24998, size 1191, send_delta 5, trans_delta 9, recv_delta 14
P: seq 24999, size 1191, send_delta 5, trans_delta 9, recv_delta 14
P: seq 25000, size 1060, send_delta 5, trans_delta 9, recv_delta 14
P: seq 25001, size 1060, send_delta 5, trans_delta 9, recv_delta 14
P: seq 25002, size 1060, send_delta 5, trans_delta 11, recv_delta 16
P: seq 25003, size 1061, send_delta 5, trans_delta 11, recv_delta 16
P: seq 25004, size 1061, send_delta 6, trans_delta 10, recv_delta 16
P: seq 25005, size 1088, send_delta 6, trans_delta 11, recv_delta 17
P: seq 25006, size 1089, send_delta 6, trans_delta 11, recv_delta 17
P: seq 25007, size 1089, send_delta 6, trans_delta 11, recv_delta 17
P: seq 25008, size 1089, send_delta 6, trans_delta 11, recv_delta 17
P: seq 25009, size 1089, send_delta 6, trans_delta 11, recv_delta 17
P: seq 25010, size 1089, send_delta 6, trans_delta 13, recv_delta 19
P: seq 25011, size 1089, send_delta 7, trans_delta 13, recv_delta 20
P: seq 25012, size 1039, send_delta 7, trans_delta 13, recv_delta 20
P: seq 25013, size 1039, send_delta 8, trans_delta 12, recv_delta 20
P: seq 25014, size 1039, send_delta 8, trans_delta 12, recv_delta 20
P: seq 25015, size 1040, send_delta 8, trans_delta 12, recv_delta 20
P: seq 25016, size 1040, send_delta 9, trans_delta 11, recv_delta 20
P: seq 25017, size 1040, send_delta 9, trans_delta 12, recv_delta 21
P: seq 25018, size 1040, send_delta 9, trans_delta 13, recv_delta 22
P: seq 25019, size 1103, send_delta 9, trans_delta 13, recv_delta 22
P: seq 25020, size 1103, send_delta 9, trans_delta 14, recv_delta 23
P: seq 25021, size 1103, send_delta 9, trans_delta 15, recv_delta 24
P: seq 25022, size 1103, send_delta 9, trans_delta 15, recv_delta 24
P: seq 25023, size 1104, send_delta 10, trans_delta 14, recv_delta 24
P: seq 25024, size 1122, send_delta 10, trans_delta 15, recv_delta 25
P: seq 25025, size 1123, send_delta 10, trans_delta 15, recv_delta 25
RTP TS: 406718791, Frame Size: 46402, Encode 3, Net 27, Wait 9, Decode 7 E2E 46 
P: seq 25026, size 1088, send_delta 1, trans_delta 8, recv_delta 9
P: seq 25027, size 1088, send_delta 2, trans_delta 7, recv_delta 9
P: seq 25028, size 1089, send_delta 2, trans_delta 7, recv_delta 9
P: seq 25029, size 1089, send_delta 2, trans_delta 8, recv_delta 10
P: seq 25030, size 1089, send_delta 2, trans_delta 8, recv_delta 10
P: seq 25031, size 1089, send_delta 2, trans_delta 9, recv_delta 11
P: seq 25032, size 1074, send_delta 2, trans_delta 9, recv_delta 11
P: seq 25033, size 1074, send_delta 2, trans_delta 10, recv_delta 12
P: seq 25034, size 1074, send_delta 3, trans_delta 9, recv_delta 12
P: seq 25035, size 1074, send_delta 3, trans_delta 10, recv_delta 13
P: seq 25036, size 1074, send_delta 4, trans_delta 9, recv_delta 13
P: seq 25037, size 1074, send_delta 4, trans_delta 9, recv_delta 13
P: seq 25038, size 1075, send_delta 4, trans_delta 9, recv_delta 13
P: seq 25039, size 1075, send_delta 4, trans_delta 10, recv_delta 14
P: seq 25040, size 1135, send_delta 4, trans_delta 10, recv_delta 14
P: seq 25041, size 1135, send_delta 4, trans_delta 11, recv_delta 15
P: seq 25042, size 1135, send_delta 5, trans_delta 10, recv_delta 15
P: seq 25043, size 1135, send_delta 5, trans_delta 11, recv_delta 16
P: seq 25044, size 1135, send_delta 5, trans_delta 11, recv_delta 16
P: seq 25045, size 1135, send_delta 5, trans_delta 12, recv_delta 17
P: seq 25046, size 1120, send_delta 5, trans_delta 12, recv_delta 17
P: seq 25047, size 1120, send_delta 5, trans_delta 12, recv_delta 17
P: seq 25048, size 1120, send_delta 8, trans_delta 9, recv_delta 17
P: seq 25049, size 1121, send_delta 8, trans_delta 9, recv_delta 17
P: seq 25050, size 1121, send_delta 8, trans_delta 11, recv_delta 19
P: seq 25051, size 1121, send_delta 8, trans_delta 11, recv_delta 19
P: seq 25052, size 1045, send_delta 8, trans_delta 11, recv_delta 19
P: seq 25053, size 1045, send_delta 8, trans_delta 12, recv_delta 20
P: seq 25054, size 1046, send_delta 8, trans_delta 12, recv_delta 20
P: seq 25055, size 1046, send_delta 8, trans_delta 13, recv_delta 21
P: seq 25056, size 1046, send_delta 8, trans_delta 13, recv_delta 21
P: seq 25057, size 1046, send_delta 8, trans_delta 14, recv_delta 22
P: seq 25058, size 1046, send_delta 8, trans_delta 14, recv_delta 22
P: seq 25059, size 1195, send_delta 8, trans_delta 15, recv_delta 23
P: seq 25060, size 1195, send_delta 8, trans_delta 15, recv_delta 23
P: seq 25061, size 1195, send_delta 8, trans_delta 15, recv_delta 23
P: seq 25062, size 1195, send_delta 9, trans_delta 15, recv_delta 24
P: seq 25063, size 1078, send_delta 10, trans_delta 14, recv_delta 24
P: seq 25064, size 1078, send_delta 10, trans_delta 15, recv_delta 25
P: seq 25065, size 1078, send_delta 10, trans_delta 15, recv_delta 25
P: seq 25066, size 1078, send_delta 10, trans_delta 15, recv_delta 25
P: seq 25067, size 1078, send_delta 11, trans_delta 15, recv_delta 26
P: seq 25068, size 682, send_delta 11, trans_delta 15, recv_delta 26
P: seq 25069, size 682, send_delta 11, trans_delta 15, recv_delta 26
RTP TS: 406720411, Frame Size: 36493, Encode 3, Net 23, Wait 15, Decode 5 E2E 46 
P: seq 25070, size 1129, send_delta 0, trans_delta 9, recv_delta 9
P: seq 25071, size 1130, send_delta 2, trans_delta 7, recv_delta 9
P: seq 25072, size 1130, send_delta 2, trans_delta 7, recv_delta 9
P: seq 25073, size 1130, send_delta 2, trans_delta 8, recv_delta 10
P: seq 25074, size 1130, send_delta 2, trans_delta 9, recv_delta 11
P: seq 25075, size 1185, send_delta 2, trans_delta 9, recv_delta 11
P: seq 25076, size 1185, send_delta 3, trans_delta 8, recv_delta 11
P: seq 25077, size 1185, send_delta 3, trans_delta 9, recv_delta 12
P: seq 25078, size 1185, send_delta 3, trans_delta 9, recv_delta 12
P: seq 25079, size 1185, send_delta 3, trans_delta 10, recv_delta 13
P: seq 25080, size 1185, send_delta 3, trans_delta 11, recv_delta 14
P: seq 25081, size 1185, send_delta 3, trans_delta 11, recv_delta 14
P: seq 25082, size 1090, send_delta 4, trans_delta 10, recv_delta 14
